,0,1,2,3,4,5,6,7,8,9,10
119,76,79,4,0,78,4,0,126,7,3,133
120,74,71,4,7,70,4,7,108,7,3,213
121,57,2,4,2,2,4,2,4,7,3,248
122,64,37,4,13,36,4,13,58,7,1,302
123,62,29,4,3,28,4,3,46,7,3,48
124,75,76,4,6,75,4,6,120,7,3,34
125,19,19,2,1,20,3,1,34,3,0,0
126,21,27,2,3,27,3,3,45,3,0,1
127,16,4,2,8,5,3,8,9,3,0,0
128,33,69,2,7,69,3,7,107,3,0,0
129,73,67,4,4,66,4,4,100,7,3,78
130,15,0,2,2,1,3,2,3,3,0,0
131,35,77,2,0,77,3,0,125,3,0,0
132,17,9,2,10,10,3,10,17,3,0,0
133,32,65,2,4,65,3,4,99,3,0,1
134,18,17,2,5,18,3,5,31,3,0,0
135,60,21,4,1,21,4,1,35,7,3,219
136,34,74,2,6,74,3,6,119,3,0,1
137,21,27,2,3,27,3,3,45,3,0,1
138,33,69,2,7,69,3,7,107,3,0,0
139,16,4,2,8,5,3,8,9,3,0,0
140,19,19,2,1,20,3,1,34,3,0,0
141,32,65,2,4,65,3,4,99,3,0,1
142,17,9,2,10,10,3,10,17,3,0,0
143,57,2,4,2,2,4,2,4,7,3,98
144,74,71,4,7,70,4,7,108,7,3,253
145,73,67,4,4,66,4,4,100,7,3,31
146,75,76,4,6,75,4,6,120,7,3,121
147,76,79,4,0,78,4,0,126,7,3,258
148,62,29,4,3,28,4,3,46,7,3,21
149,59,11,4,10,11,4,10,18,7,3,126
150,18,17,2,5,18,3,5,31,3,0,0
151,35,77,2,0,77,3,0,125,3,0,0
152,15,0,2,2,1,3,2,3,3,0,0
153,45,39,3,14,38,3,14,60,6,1,302
154,23,35,2,13,34,2,13,55,5,1,302
155,60,21,4,1,21,4,1,35,7,3,227
156,34,74,2,6,74,3,6,119,3,0,1
157,16,4,2,8,5,3,8,9,3,0,0
158,76,79,4,0,78,4,0,126,7,3,44
159,57,2,4,2,2,4,2,4,7,3,210
160,74,71,4,7,70,4,7,108,7,3,80
161,75,76,4,6,75,4,6,120,7,3,156
162,73,67,4,4,66,4,4,100,7,3,135
163,21,27,2,3,27,3,3,45,3,0,1
164,19,19,2,1,20,3,1,34,3,0,0
165,58,6,4,8,6,4,8,10,7,3,139
166,33,69,2,7,69,3,7,107,3,0,0
167,32,65,2,4,65,3,4,99,3,0,1
168,18,17,2,5,18,3,5,31,3,0,0
169,17,9,2,10,10,3,10,17,3,0,0
170,35,77,2,0,77,3,0,125,3,0,0
171,15,0,2,2,1,3,2,3,3,0,0
172,62,29,4,3,28,4,3,46,7,3,145
173,59,11,4,10,11,4,10,18,7,3,22
174,24,38,2,14,37,2,14,59,5,1,302
175,25,41,2,15,40,2,15,63,5,1,302
176,66,43,4,15,42,4,15,66,7,1,302
177,16,4,2,8,5,3,8,9,3,0,0
178,65,40,4,14,39,4,14,62,7,1,302
179,46,42,3,15,41,3,15,64,6,1,302
180,34,74,2,6,74,3,6,119,3,0,1
181,73,67,4,4,66,4,4,100,7,3,257
182,75,76,4,6,75,4,6,120,7,3,50
183,60,21,4,1,21,4,1,35,7,3,90
184,57,2,4,2,2,4,2,4,7,3,277
185,74,71,4,7,70,4,7,108,7,3,42
186,58,6,4,8,6,4,8,10,7,3,143
187,56,78,3,0,77,3,0,125,3,3,1
188,26,44,2,16,43,2,16,67,5,1,302
189,47,45,3,16,44,3,16,68,6,1,302
190,76,79,4,0,78,4,0,126,7,3,60
191,68,50,4,17,49,4,17,75,7,1,302
192,21,27,2,3,27,3,3,45,3,0,1
193,33,69,2,7,69,3,7,107,3,0,0
194,19,19,2,1,20,3,1,34,3,0,0
195,15,0,2,2,1,3,2,3,3,0,0
196,35,77,2,0,77,3,0,125,3,0,0
197,17,9,2,10,10,3,10,17,3,0,0
198,32,65,2,4,65,3,4,99,3,0,1
199,62,29,4,3,28,4,3,46,7,3,185
200,20,22,2,9,23,3,9,38,3,0,0
201,18,17,2,5,18,3,5,31,3,0,0
202,21,27,2,3,27,3,3,45,3,0,1
203,16,4,2,8,5,3,8,9,3,0,0
204,34,74,2,6,74,3,6,119,3,0,1
205,15,0,2,2,1,3,2,3,3,0,0
206,19,19,2,1,20,3,1,34,3,0,0
207,27,48,2,17,47,2,17,72,5,1,302
208,67,46,4,16,45,4,16,70,7,1,302
209,49,52,3,18,51,3,18,77,6,1,302
210,59,11,4,10,11,4,10,18,7,3,275
211,73,67,4,4,66,4,4,100,7,3,173
212,71,59,4,20,58,4,20,87,7,1,302
213,48,49,3,17,48,3,17,73,6,1,302
214,56,78,3,0,77,3,0,124,0,3,5
215,69,53,4,18,52,4,18,79,7,1,302
216,60,21,4,1,21,4,1,35,7,3,107
217,57,2,4,2,2,4,2,4,7,3,120
218,17,9,2,10,10,3,10,17,3,0,0
219,32,65,2,4,65,3,4,99,3,0,1
220,50,55,3,19,54,3,19,81,6,1,302
221,75,76,4,6,75,4,6,120,7,3,269
222,33,69,2,7,69,3,7,107,3,0,0
223,28,51,2,18,50,2,18,76,5,1,302
224,70,56,4,19,55,4,19,83,7,1,302
225,58,6,4,8,6,4,8,10,7,3,99
226,35,77,2,0,77,3,0,125,3,0,1
227,29,54,2,19,53,2,19,80,5,1,302
228,74,71,4,7,70,4,7,108,7,3,263
229,31,60,2,12,59,2,12,88,5,1,302
230,52,61,3,12,60,3,12,89,6,1,302
231,76,79,4,0,78,4,0,126,7,3,178
232,66,43,4,15,42,4,15,66,7,3,72
233,30,57,2,20,56,2,20,84,5,1,302
234,51,58,3,20,57,3,20,85,6,1,302
235,72,62,4,12,61,4,12,91,7,1,302
236,1,73,0,6,72,0,6,112,2,1,302
237,21,27,2,3,27,3,3,45,3,0,1
238,62,29,4,3,28,4,3,46,7,3,111
239,35,77,2,0,76,2,0,122,3,3,1
240,2,68,0,7,67,0,7,101,2,1,302
241,5,14,0,5,14,0,5,23,2,1,302
242,4,13,0,5,13,0,5,20,2,1,302
243,0,72,0,6,71,0,6,109,2,1,302
244,18,17,2,5,18,3,5,31,3,0,0
245,34,74,2,6,74,3,6,119,3,0,1
246,6,63,1,4,62,1,4,92,4,1,302
247,3,7,0,10,7,0,10,11,2,1,302
248,19,19,2,1,20,3,1,34,3,0,0
249,7,3,1,8,3,1,8,5,4,1,302
250,20,22,2,9,23,3,9,38,3,0,0
251,15,0,2,2,1,3,2,3,3,0,0
252,8,15,1,5,15,1,5,26,4,1,302
253,57,2,4,2,2,4,2,4,7,3,13
254,16,4,2,8,5,3,8,9,3,0,0
255,59,11,4,10,11,4,10,18,7,3,196
256,10,34,1,13,33,1,13,53,4,1,302
257,9,30,1,11,29,1,11,47,4,1,302
258,33,69,2,7,69,3,7,107,3,0,0
259,12,8,5,10,8,5,10,14,8,1,302
260,32,65,2,4,65,3,4,99,3,0,1
261,73,67,4,4,66,4,4,100,7,3,23
262,11,64,5,4,63,5,4,94,8,1,302
263,60,21,4,1,21,4,1,35,7,3,93
264,17,9,2,10,10,3,10,17,3,0,0
265,21,27,2,3,27,3,3,45,3,0,1
266,75,76,4,6,75,4,6,120,7,3,278
267,18,17,2,5,18,3,5,31,3,0,0
268,34,74,2,6,74,3,6,119,3,0,1
269,58,6,4,8,6,4,8,10,7,3,43
270,13,16,5,5,16,5,5,28,8,1,302
271,77,80,6,0,79,6,0,127,9,1,302
272,78,12,6,10,12,6,10,19,9,1,302
273,14,47,5,17,46,5,17,71,8,1,302
274,79,25,6,9,25,6,9,40,9,1,302
275,74,71,4,7,70,4,7,108,7,3,108
276,19,19,2,1,20,3,1,34,3,0,0
277,66,43,4,15,42,4,15,66,7,3,52
278,64,37,4,13,36,4,13,58,7,3,125
279,35,77,2,0,77,3,0,125,3,0,1
280,22,31,2,11,31,3,11,51,3,0,0
281,15,0,2,2,1,3,2,3,3,0,0
282,63,33,4,11,32,4,11,52,7,3,215
283,20,22,2,9,23,3,9,38,3,0,0
284,61,24,4,9,24,4,9,39,7,3,127
285,62,29,4,3,28,4,3,46,7,3,57
286,76,79,4,0,78,4,0,126,7,3,152
287,57,2,4,2,2,4,2,4,7,3,181
288,16,4,2,8,5,3,8,9,3,0,0
289,59,11,4,10,11,4,10,18,7,3,204
290,33,69,2,7,69,3,7,107,3,0,0
291,14,47,5,17,32,4,11,52,7,0,215
292,14,47,5,17,36,4,13,58,7,0,125
293,14,47,5,17,42,4,15,66,7,0,52
294,24,38,2,14,38,3,14,61,3,0,0
295,14,47,5,17,46,5,17,71,8,3,1
296,32,65,2,4,65,3,4,99,3,0,1
297,17,9,2,10,10,3,10,17,3,0,0
298,21,27,2,3,27,3,3,45,3,0,1
299,73,67,4,4,66,4,4,100,7,3,212
300,60,21,4,1,21,4,1,35,7,3,216
301,75,76,4,6,75,4,6,120,7,3,103
302,34,74,2,6,74,3,6,119,3,0,1
303,18,17,2,5,18,3,5,31,3,0,0
304,13,16,5,5,21,4,1,35,7,0,216
305,58,6,4,8,6,4,8,10,7,3,262
306,11,64,5,4,2,4,2,4,7,0,181
307,11,64,5,4,28,4,3,46,7,0,57
308,13,16,5,5,24,4,9,39,7,0,127
309,9,30,1,11,29,1,11,48,1,3,301
310,13,16,5,5,16,5,5,28,8,3,1
311,11,64,5,4,66,4,4,100,7,0,212
312,12,8,5,10,6,4,8,10,7,0,262
313,11,64,5,4,70,4,7,108,7,0,108
314,10,34,1,13,33,1,13,54,1,3,301
315,12,8,5,10,11,4,10,18,7,0,204
316,74,71,4,7,70,4,7,108,7,3,199
317,66,43,4,15,42,4,15,66,7,3,272
318,11,64,5,4,75,4,6,120,7,0,103
319,23,35,2,13,35,3,13,57,3,0,0
320,19,19,2,1,20,3,1,34,3,0,0
321,64,37,4,13,36,4,13,58,7,3,45
322,8,15,1,5,15,1,5,27,1,3,301
323,12,8,5,10,8,5,10,14,8,3,1
324,11,64,5,4,78,4,0,126,7,0,152
325,61,24,4,9,24,4,9,39,7,3,17
326,62,29,4,3,28,4,3,46,7,3,79
327,20,22,2,9,23,3,9,38,3,0,0
328,15,0,2,2,1,3,2,3,3,0,0
329,63,33,4,11,32,4,11,52,7,3,240
330,35,77,2,0,77,3,0,125,3,0,1
331,11,64,5,4,63,5,4,94,8,3,1
332,22,31,2,11,31,3,11,51,3,0,0
333,76,79,4,0,78,4,0,126,7,3,166
334,57,2,4,2,2,4,2,4,7,3,144
335,59,11,4,10,11,4,10,18,7,3,208
336,33,69,2,7,69,3,7,107,3,0,0
337,16,4,2,8,5,3,8,9,3,0,0
338,7,3,1,8,3,1,8,6,1,3,301
339,21,27,2,3,27,3,3,45,3,0,1
340,73,67,4,4,66,4,4,100,7,3,85
341,60,21,4,1,21,4,1,35,7,3,249
342,17,9,2,10,10,3,10,17,3,0,0
343,75,76,4,6,75,4,6,120,7,3,153
344,18,17,2,5,18,3,5,31,3,0,0
345,3,7,0,10,7,0,10,12,0,0,6
346,58,6,4,8,6,4,8,10,7,3,177
347,34,74,2,6,74,3,6,119,3,0,1
348,32,65,2,4,65,3,4,99,3,0,1
349,24,38,2,14,38,3,14,61,3,0,0
350,6,63,1,4,62,1,4,93,1,3,301
351,66,43,4,15,42,4,15,66,7,3,137
352,74,71,4,7,70,4,7,108,7,3,154
353,19,19,2,1,20,3,1,34,3,0,0
354,64,37,4,13,36,4,13,58,7,3,47
355,23,35,2,13,35,3,13,57,3,0,0
356,8,15,1,5,15,1,5,27,1,0,301
357,10,34,1,13,33,1,13,54,1,0,301
358,8,15,1,5,15,1,5,27,1,2,307
359,10,34,1,13,33,1,13,54,1,2,312
360,78,12,6,10,7,0,10,12,0,0,6
361,9,30,1,11,29,1,11,48,1,0,301
362,9,30,1,11,29,1,11,48,1,2,304
363,63,33,4,11,32,4,11,52,7,3,292
364,62,29,4,3,28,4,3,46,7,3,62
365,0,72,0,6,71,0,6,110,0,0,6
366,20,22,2,9,23,3,9,38,3,0,0
367,3,7,0,10,7,0,10,13,1,0,301
368,35,77,2,0,77,3,0,125,3,0,1
369,61,24,4,9,24,4,9,39,7,3,24
370,7,3,1,8,3,1,8,6,1,0,301
371,15,0,2,2,1,3,2,3,3,0,0
372,78,12,6,10,7,0,10,13,1,0,301
373,7,3,1,8,3,1,8,6,1,2,303
374,33,69,2,7,69,3,7,107,3,0,0
375,78,12,6,10,7,0,10,12,0,0,6
376,22,31,2,11,31,3,11,51,3,0,0
377,57,2,4,2,2,4,2,4,7,3,252
378,76,79,4,0,78,4,0,126,7,3,25
379,59,11,4,10,11,4,10,18,7,3,27
380,78,12,6,10,7,0,10,12,0,3,300
381,16,4,2,8,5,3,8,9,3,0,0
382,3,7,0,10,7,0,10,12,0,0,300
383,4,13,0,5,13,0,5,21,0,0,6
384,3,7,0,10,7,0,10,12,0,2,309
385,21,27,2,3,27,3,3,45,3,0,1
386,78,12,6,10,7,0,10,12,0,0,300
387,17,9,2,10,10,3,10,17,3,0,0
388,75,76,4,6,75,4,6,120,7,3,175
389,5,14,0,5,14,0,5,24,0,0,6
390,3,7,0,10,7,0,10,12,0,0,300
391,0,72,0,6,71,0,6,111,1,0,301
392,60,21,4,1,21,4,1,35,7,3,86
393,73,67,4,4,66,4,4,100,7,3,171
394,34,74,2,6,74,3,6,119,3,0,1
395,18,17,2,5,18,3,5,31,3,0,0
396,32,65,2,4,65,3,4,99,3,0,1
397,58,6,4,8,6,4,8,10,7,3,197
398,24,38,2,14,38,3,14,61,3,0,0
399,2,68,0,7,67,0,7,102,0,0,6
400,6,63,1,4,62,1,4,93,1,0,301
401,6,63,1,4,62,1,4,93,1,2,311
402,79,25,6,9,13,0,5,21,0,0,6
403,0,72,0,6,71,0,6,110,0,0,6
404,0,72,0,6,71,0,6,110,0,2,308
405,19,19,2,1,20,3,1,34,3,0,0
406,66,43,4,15,42,4,15,66,7,3,226
407,74,71,4,7,70,4,7,108,7,3,142
408,64,37,4,13,36,4,13,58,7,3,63
409,79,25,6,9,14,0,5,24,0,0,6
410,4,13,0,5,13,0,5,22,1,0,301
411,4,13,0,5,13,0,5,21,0,0,6
412,4,13,0,5,13,0,5,21,0,2,306
413,79,25,6,9,13,0,5,22,1,0,301
414,5,14,0,5,14,0,5,25,1,0,301
415,77,80,6,0,71,0,6,110,0,0,6
416,23,35,2,13,35,3,13,57,3,0,0
417,77,80,6,0,67,0,7,102,0,0,6
418,79,25,6,9,13,0,5,21,0,0,6
419,1,73,0,6,72,0,6,113,0,0,6
420,79,25,6,9,13,0,5,21,0,3,300
421,2,68,0,7,67,0,7,103,1,0,301
422,63,33,4,11,32,4,11,52,7,3,281
423,77,80,6,0,71,0,6,111,1,0,301
424,20,22,2,9,23,3,9,38,3,0,0
425,3,7,0,10,7,0,10,12,0,0,300
426,35,77,2,0,77,3,0,125,3,0,1
427,61,24,4,9,24,4,9,39,7,3,180
428,15,0,2,2,1,3,2,3,3,0,0
429,79,25,6,9,13,0,5,21,0,0,300
430,77,80,6,0,71,0,6,110,0,0,6
431,3,7,0,10,7,0,10,13,1,0,301
432,62,29,4,3,28,4,3,46,7,3,291
433,4,13,0,5,13,0,5,21,0,0,300
434,33,69,2,7,69,3,7,107,3,0,0
435,22,31,2,11,31,3,11,51,3,0,0
436,77,80,6,0,71,0,6,110,0,3,300
437,72,62,4,12,61,4,12,91,7,3,168
438,57,2,4,2,2,4,2,4,7,3,87
439,59,11,4,10,11,4,10,18,7,3,221
440,76,79,4,0,78,4,0,126,7,3,238
441,16,4,2,8,5,3,8,9,3,0,0
442,77,80,6,0,71,0,6,110,0,0,300
443,78,12,6,10,7,0,10,13,1,0,301
444,0,72,0,6,71,0,6,110,0,0,300
445,75,76,4,6,75,4,6,120,7,3,161
446,21,27,2,3,27,3,3,45,3,0,1
447,17,9,2,10,10,3,10,17,3,0,0
448,78,12,6,10,7,0,10,12,0,0,300
449,78,12,6,10,7,0,10,12,0,3,299
450,1,73,0,6,72,0,6,114,1,0,301
451,78,12,6,10,7,0,10,12,0,0,299
452,3,7,0,10,7,0,10,12,0,0,299
453,5,14,0,5,14,0,5,24,0,0,6
454,5,14,0,5,14,0,5,24,0,2,305
455,18,17,2,5,18,3,5,31,3,0,0
456,73,67,4,4,66,4,4,100,7,3,74
457,2,68,0,7,67,0,7,102,0,0,6
458,32,65,2,4,65,3,4,99,3,0,1
459,2,68,0,7,67,0,7,102,0,2,310
460,34,74,2,6,74,3,6,119,3,0,1
461,58,6,4,8,6,4,8,10,7,3,225
462,0,72,0,6,71,0,6,110,0,0,300
463,0,72,0,6,71,0,6,111,1,0,301
464,60,21,4,1,21,4,1,35,7,3,179
465,24,38,2,14,38,3,14,61,3,0,0
466,1,73,0,6,72,0,6,113,0,0,6
467,1,73,0,6,72,0,6,113,0,2,313
468,19,19,2,1,20,3,1,34,3,0,0
469,30,57,2,20,57,3,20,86,3,0,0
470,4,13,0,5,13,0,5,21,0,0,300
471,4,13,0,5,13,0,5,22,1,0,301
472,64,37,4,13,36,4,13,58,7,3,77
473,74,71,4,7,70,4,7,108,7,3,116
474,66,43,4,15,42,4,15,66,7,3,190
475,23,35,2,13,35,3,13,57,3,0,0
476,5,14,0,5,14,0,5,24,0,0,6
477,5,14,0,5,14,0,5,25,1,0,301
478,61,24,4,9,24,4,9,39,7,3,220
479,63,33,4,11,32,4,11,52,7,3,124
480,15,0,2,2,1,3,2,3,3,0,0
481,62,29,4,3,28,4,3,46,7,3,176
482,3,7,0,10,7,0,10,12,0,0,299
483,20,22,2,9,23,3,9,38,3,0,0
484,33,69,2,7,69,3,7,107,3,0,0
485,79,25,6,9,13,0,5,22,1,0,301
486,3,7,0,10,7,0,10,13,1,0,301
487,35,77,2,0,77,3,0,125,3,0,1
488,2,68,0,7,67,0,7,102,0,0,6
489,79,25,6,9,13,0,5,21,0,0,300
490,2,68,0,7,67,0,7,103,1,0,301
491,22,31,2,11,31,3,11,51,3,0,0
492,79,25,6,9,13,0,5,21,0,3,299
493,79,25,6,9,13,0,5,21,0,0,299
494,4,13,0,5,13,0,5,21,0,0,299
495,70,56,4,19,55,4,19,83,7,3,267
496,57,2,4,2,2,4,2,4,7,3,222
497,71,59,4,20,58,4,20,87,7,3,102
498,16,4,2,8,5,3,8,9,3,0,0
499,59,11,4,10,11,4,10,18,7,3,9
500,76,79,4,0,78,4,0,126,7,3,192
501,72,62,4,12,61,4,12,91,7,3,170
502,77,80,6,0,71,0,6,111,1,0,301
503,75,76,4,6,75,4,6,120,7,3,40
504,21,27,2,3,27,3,3,45,3,0,1
505,17,9,2,10,10,3,10,17,3,0,0
506,77,80,6,0,71,0,6,110,0,0,300
507,69,53,4,18,52,4,18,79,7,3,18
508,77,80,6,0,71,0,6,110,0,3,299
509,0,72,0,6,71,0,6,110,0,0,299
510,77,80,6,0,71,0,6,110,0,0,299
511,67,46,4,16,45,4,16,70,7,3,290
512,78,12,6,10,7,0,10,13,1,0,301
513,18,17,2,5,18,3,5,31,3,0,0
514,32,65,2,4,65,3,4,99,3,0,1
515,27,48,2,17,48,3,17,74,3,0,0
516,73,67,4,4,66,4,4,100,7,3,164
517,78,12,6,10,7,0,10,12,0,0,299
518,34,74,2,6,74,3,6,119,3,0,1
519,78,12,6,10,7,0,10,12,0,3,298
520,78,12,6,10,7,0,10,12,0,0,298
521,58,6,4,8,6,4,8,10,7,3,46
522,3,7,0,10,7,0,10,12,0,0,298
523,1,73,0,6,72,0,6,113,0,0,6
524,1,73,0,6,72,0,6,114,1,0,301
525,0,72,0,6,71,0,6,110,0,0,299
526,60,21,4,1,21,4,1,35,7,3,201
527,0,72,0,6,71,0,6,111,1,0,301
528,24,38,2,14,38,3,14,61,3,0,0
529,68,50,4,17,49,4,17,75,7,3,239
530,26,44,2,16,44,3,16,69,3,0,0
531,19,19,2,1,20,3,1,34,3,0,0
532,4,13,0,5,13,0,5,21,0,0,299
533,4,13,0,5,13,0,5,22,1,0,301
534,64,37,4,13,36,4,13,58,7,3,268
535,74,71,4,7,70,4,7,108,7,3,157
536,65,40,4,14,39,4,14,62,7,3,112
537,23,35,2,13,35,3,13,57,3,0,0
538,66,43,4,15,42,4,15,66,7,3,235
539,5,14,0,5,14,0,5,24,0,0,6
540,30,57,2,20,57,3,20,86,3,0,0
541,5,14,0,5,14,0,5,25,1,0,301
542,31,60,2,12,60,3,12,90,3,0,0
543,15,0,2,2,1,3,2,3,3,0,0
544,29,54,2,19,54,3,19,82,3,0,0
545,61,24,4,9,24,4,9,39,7,3,231
546,63,33,4,11,32,4,11,52,7,3,229
547,62,29,4,3,28,4,3,46,7,3,245
548,35,77,2,0,77,3,0,125,3,0,1
549,33,69,2,7,69,3,7,107,3,0,0
550,20,22,2,9,23,3,9,38,3,0,0
551,3,7,0,10,7,0,10,12,0,0,298
552,2,68,0,7,67,0,7,102,0,0,6
553,3,7,0,10,7,0,10,13,1,0,301
554,2,68,0,7,67,0,7,103,1,0,301
555,22,31,2,11,31,3,11,51,3,0,0
556,79,25,6,9,13,0,5,22,1,0,301
557,79,25,6,9,13,0,5,21,0,0,299
558,79,25,6,9,13,0,5,21,0,3,298
559,4,13,0,5,13,0,5,21,0,0,298
560,79,25,6,9,13,0,5,21,0,0,298
561,28,51,2,18,51,3,18,78,3,0,0
562,70,56,4,19,55,4,19,83,7,3,288
563,57,2,4,2,2,4,2,4,7,3,160
564,71,59,4,20,58,4,20,87,7,3,27
565,16,4,2,8,5,3,8,9,3,0,0
566,76,79,4,0,78,4,0,126,7,3,100
567,59,11,4,10,11,4,10,18,7,3,158
568,72,62,4,12,61,4,12,91,7,3,28
569,21,27,2,3,27,3,3,45,3,0,1
570,75,76,4,6,75,4,6,120,7,3,242
571,17,9,2,10,10,3,10,17,3,0,0
572,69,53,4,18,52,4,18,79,7,3,241
573,77,80,6,0,71,0,6,111,1,0,301
574,77,80,6,0,71,0,6,110,0,0,299
575,77,80,6,0,71,0,6,110,0,3,298
576,0,72,0,6,71,0,6,110,0,0,298
577,67,46,4,16,45,4,16,70,7,3,131
578,73,67,4,4,66,4,4,100,7,3,174
579,18,17,2,5,18,3,5,31,3,0,0
580,32,65,2,4,65,3,4,99,3,0,1
