,0,1,2,3,4,5,6,7,8,9,10
93,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,271.0
94,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
95,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
96,76.0,79.0,4.0,0.0,78.0,4.0,0.0,126.0,7.0,3.0,59.0
97,74.0,71.0,4.0,7.0,70.0,4.0,7.0,108.0,7.0,3.0,41.0
98,61.0,24.0,4.0,9.0,24.0,4.0,9.0,39.0,7.0,1.0,302.0
99,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,118.0
100,55.0,75.0,3.0,6.0,74.0,3.0,6.0,119.0,3.0,3.0,1.0
101,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
102,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
103,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
104,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
105,62.0,29.0,4.0,3.0,28.0,4.0,3.0,46.0,7.0,3.0,58.0
106,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
107,35.0,77.0,2.0,0.0,77.0,3.0,0.0,125.0,3.0,0.0,0.0
108,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,8.0
109,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
110,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,259.0
111,55.0,75.0,3.0,6.0,74.0,3.0,6.0,118.0,0.0,3.0,4.0
112,63.0,33.0,4.0,11.0,32.0,4.0,11.0,52.0,7.0,1.0,302.0
113,22.0,31.0,2.0,11.0,30.0,2.0,11.0,49.0,5.0,1.0,302.0
114,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
115,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
116,34.0,74.0,2.0,6.0,73.0,2.0,6.0,116.0,3.0,3.0,1.0
117,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
118,44.0,36.0,3.0,13.0,35.0,3.0,13.0,56.0,6.0,1.0,302.0
119,76.0,79.0,4.0,0.0,78.0,4.0,0.0,126.0,7.0,3.0,133.0
120,74.0,71.0,4.0,7.0,70.0,4.0,7.0,108.0,7.0,3.0,213.0
121,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,248.0
122,64.0,37.0,4.0,13.0,36.0,4.0,13.0,58.0,7.0,1.0,302.0
123,62.0,29.0,4.0,3.0,28.0,4.0,3.0,46.0,7.0,3.0,48.0
124,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,34.0
125,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
126,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
127,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
128,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
129,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,78.0
130,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
131,35.0,77.0,2.0,0.0,77.0,3.0,0.0,125.0,3.0,0.0,0.0
132,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
133,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
134,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
135,60.0,21.0,4.0,1.0,21.0,4.0,1.0,35.0,7.0,3.0,219.0
136,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
137,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
138,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
139,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
140,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
141,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
142,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
143,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,98.0
144,74.0,71.0,4.0,7.0,70.0,4.0,7.0,108.0,7.0,3.0,253.0
145,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,31.0
146,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,121.0
147,76.0,79.0,4.0,0.0,78.0,4.0,0.0,126.0,7.0,3.0,258.0
148,62.0,29.0,4.0,3.0,28.0,4.0,3.0,46.0,7.0,3.0,21.0
149,59.0,11.0,4.0,10.0,11.0,4.0,10.0,18.0,7.0,3.0,126.0
150,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
151,35.0,77.0,2.0,0.0,77.0,3.0,0.0,125.0,3.0,0.0,0.0
152,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
153,45.0,39.0,3.0,14.0,38.0,3.0,14.0,60.0,6.0,1.0,302.0
154,23.0,35.0,2.0,13.0,34.0,2.0,13.0,55.0,5.0,1.0,302.0
155,60.0,21.0,4.0,1.0,21.0,4.0,1.0,35.0,7.0,3.0,227.0
156,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
157,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
158,76.0,79.0,4.0,0.0,78.0,4.0,0.0,126.0,7.0,3.0,44.0
159,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,210.0
160,74.0,71.0,4.0,7.0,70.0,4.0,7.0,108.0,7.0,3.0,80.0
161,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,156.0
162,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,135.0
163,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
164,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
165,58.0,6.0,4.0,8.0,6.0,4.0,8.0,10.0,7.0,3.0,139.0
166,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
167,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
168,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
169,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
170,35.0,77.0,2.0,0.0,77.0,3.0,0.0,125.0,3.0,0.0,0.0
171,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
172,62.0,29.0,4.0,3.0,28.0,4.0,3.0,46.0,7.0,3.0,145.0
173,59.0,11.0,4.0,10.0,11.0,4.0,10.0,18.0,7.0,3.0,22.0
174,24.0,38.0,2.0,14.0,37.0,2.0,14.0,59.0,5.0,1.0,302.0
175,25.0,41.0,2.0,15.0,40.0,2.0,15.0,63.0,5.0,1.0,302.0
176,66.0,43.0,4.0,15.0,42.0,4.0,15.0,66.0,7.0,1.0,302.0
177,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
178,65.0,40.0,4.0,14.0,39.0,4.0,14.0,62.0,7.0,1.0,302.0
179,46.0,42.0,3.0,15.0,41.0,3.0,15.0,64.0,6.0,1.0,302.0
180,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
181,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,257.0
182,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,50.0
183,60.0,21.0,4.0,1.0,21.0,4.0,1.0,35.0,7.0,3.0,90.0
184,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,277.0
185,74.0,71.0,4.0,7.0,70.0,4.0,7.0,108.0,7.0,3.0,42.0
186,58.0,6.0,4.0,8.0,6.0,4.0,8.0,10.0,7.0,3.0,143.0
187,56.0,78.0,3.0,0.0,77.0,3.0,0.0,125.0,3.0,3.0,1.0
188,26.0,44.0,2.0,16.0,43.0,2.0,16.0,67.0,5.0,1.0,302.0
189,47.0,45.0,3.0,16.0,44.0,3.0,16.0,68.0,6.0,1.0,302.0
190,76.0,79.0,4.0,0.0,78.0,4.0,0.0,126.0,7.0,3.0,60.0
191,68.0,50.0,4.0,17.0,49.0,4.0,17.0,75.0,7.0,1.0,302.0
192,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
193,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
194,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
195,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
196,35.0,77.0,2.0,0.0,77.0,3.0,0.0,125.0,3.0,0.0,0.0
197,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
198,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
199,62.0,29.0,4.0,3.0,28.0,4.0,3.0,46.0,7.0,3.0,185.0
200,20.0,22.0,2.0,9.0,23.0,3.0,9.0,38.0,3.0,0.0,0.0
201,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
202,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
203,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
204,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
205,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
206,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
207,27.0,48.0,2.0,17.0,47.0,2.0,17.0,72.0,5.0,1.0,302.0
208,67.0,46.0,4.0,16.0,45.0,4.0,16.0,70.0,7.0,1.0,302.0
209,49.0,52.0,3.0,18.0,51.0,3.0,18.0,77.0,6.0,1.0,302.0
210,59.0,11.0,4.0,10.0,11.0,4.0,10.0,18.0,7.0,3.0,275.0
211,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,173.0
212,71.0,59.0,4.0,20.0,58.0,4.0,20.0,87.0,7.0,1.0,302.0
213,48.0,49.0,3.0,17.0,48.0,3.0,17.0,73.0,6.0,1.0,302.0
214,56.0,78.0,3.0,0.0,77.0,3.0,0.0,124.0,0.0,3.0,5.0
215,69.0,53.0,4.0,18.0,52.0,4.0,18.0,79.0,7.0,1.0,302.0
216,60.0,21.0,4.0,1.0,21.0,4.0,1.0,35.0,7.0,3.0,107.0
217,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,120.0
218,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
219,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
220,50.0,55.0,3.0,19.0,54.0,3.0,19.0,81.0,6.0,1.0,302.0
221,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,269.0
222,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
223,28.0,51.0,2.0,18.0,50.0,2.0,18.0,76.0,5.0,1.0,302.0
224,70.0,56.0,4.0,19.0,55.0,4.0,19.0,83.0,7.0,1.0,302.0
225,58.0,6.0,4.0,8.0,6.0,4.0,8.0,10.0,7.0,3.0,99.0
226,35.0,77.0,2.0,0.0,77.0,3.0,0.0,125.0,3.0,0.0,1.0
227,29.0,54.0,2.0,19.0,53.0,2.0,19.0,80.0,5.0,1.0,302.0
228,74.0,71.0,4.0,7.0,70.0,4.0,7.0,108.0,7.0,3.0,263.0
229,31.0,60.0,2.0,12.0,59.0,2.0,12.0,88.0,5.0,1.0,302.0
230,52.0,61.0,3.0,12.0,60.0,3.0,12.0,89.0,6.0,1.0,302.0
231,76.0,79.0,4.0,0.0,78.0,4.0,0.0,126.0,7.0,3.0,178.0
232,66.0,43.0,4.0,15.0,42.0,4.0,15.0,66.0,7.0,3.0,72.0
233,30.0,57.0,2.0,20.0,56.0,2.0,20.0,84.0,5.0,1.0,302.0
234,51.0,58.0,3.0,20.0,57.0,3.0,20.0,85.0,6.0,1.0,302.0
235,72.0,62.0,4.0,12.0,61.0,4.0,12.0,91.0,7.0,1.0,302.0
236,1.0,73.0,0.0,6.0,72.0,0.0,6.0,112.0,2.0,1.0,302.0
237,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
238,62.0,29.0,4.0,3.0,28.0,4.0,3.0,46.0,7.0,3.0,111.0
239,35.0,77.0,2.0,0.0,76.0,2.0,0.0,122.0,3.0,3.0,1.0
240,2.0,68.0,0.0,7.0,67.0,0.0,7.0,101.0,2.0,1.0,302.0
241,5.0,14.0,0.0,5.0,14.0,0.0,5.0,23.0,2.0,1.0,302.0
242,4.0,13.0,0.0,5.0,13.0,0.0,5.0,20.0,2.0,1.0,302.0
243,0.0,72.0,0.0,6.0,71.0,0.0,6.0,109.0,2.0,1.0,302.0
244,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
245,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
246,6.0,63.0,1.0,4.0,62.0,1.0,4.0,92.0,4.0,1.0,302.0
247,3.0,7.0,0.0,10.0,7.0,0.0,10.0,11.0,2.0,1.0,302.0
248,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
249,7.0,3.0,1.0,8.0,3.0,1.0,8.0,5.0,4.0,1.0,302.0
250,20.0,22.0,2.0,9.0,23.0,3.0,9.0,38.0,3.0,0.0,0.0
251,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
252,8.0,15.0,1.0,5.0,15.0,1.0,5.0,26.0,4.0,1.0,302.0
253,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,13.0
254,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
255,59.0,11.0,4.0,10.0,11.0,4.0,10.0,18.0,7.0,3.0,196.0
256,10.0,34.0,1.0,13.0,33.0,1.0,13.0,53.0,4.0,1.0,302.0
257,9.0,30.0,1.0,11.0,29.0,1.0,11.0,47.0,4.0,1.0,302.0
258,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
259,12.0,8.0,5.0,10.0,8.0,5.0,10.0,14.0,8.0,1.0,302.0
260,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
261,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,23.0
262,11.0,64.0,5.0,4.0,63.0,5.0,4.0,94.0,8.0,1.0,302.0
263,60.0,21.0,4.0,1.0,21.0,4.0,1.0,35.0,7.0,3.0,93.0
264,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
265,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
266,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,278.0
267,18.0,17.0,2.0,5.0,18.0,3.0,5.0,31.0,3.0,0.0,0.0
268,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
269,58.0,6.0,4.0,8.0,6.0,4.0,8.0,10.0,7.0,3.0,43.0
270,13.0,16.0,5.0,5.0,16.0,5.0,5.0,28.0,8.0,1.0,302.0
271,77.0,80.0,6.0,0.0,79.0,6.0,0.0,127.0,9.0,1.0,302.0
272,78.0,12.0,6.0,10.0,12.0,6.0,10.0,19.0,9.0,1.0,302.0
273,14.0,47.0,5.0,17.0,46.0,5.0,17.0,71.0,8.0,1.0,302.0
274,79.0,25.0,6.0,9.0,25.0,6.0,9.0,40.0,9.0,1.0,302.0
275,74.0,71.0,4.0,7.0,70.0,4.0,7.0,108.0,7.0,3.0,108.0
276,19.0,19.0,2.0,1.0,20.0,3.0,1.0,34.0,3.0,0.0,0.0
277,66.0,43.0,4.0,15.0,42.0,4.0,15.0,66.0,7.0,3.0,52.0
278,64.0,37.0,4.0,13.0,36.0,4.0,13.0,58.0,7.0,3.0,125.0
279,35.0,77.0,2.0,0.0,77.0,3.0,0.0,125.0,3.0,0.0,1.0
280,22.0,31.0,2.0,11.0,31.0,3.0,11.0,51.0,3.0,0.0,0.0
281,15.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0
282,63.0,33.0,4.0,11.0,32.0,4.0,11.0,52.0,7.0,3.0,215.0
283,20.0,22.0,2.0,9.0,23.0,3.0,9.0,38.0,3.0,0.0,0.0
284,61.0,24.0,4.0,9.0,24.0,4.0,9.0,39.0,7.0,3.0,127.0
285,62.0,29.0,4.0,3.0,28.0,4.0,3.0,46.0,7.0,3.0,57.0
286,76.0,79.0,4.0,0.0,78.0,4.0,0.0,126.0,7.0,3.0,152.0
287,57.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,181.0
288,16.0,4.0,2.0,8.0,5.0,3.0,8.0,9.0,3.0,0.0,0.0
289,59.0,11.0,4.0,10.0,11.0,4.0,10.0,18.0,7.0,3.0,204.0
290,33.0,69.0,2.0,7.0,69.0,3.0,7.0,107.0,3.0,0.0,0.0
291,14.0,47.0,5.0,17.0,32.0,4.0,11.0,52.0,7.0,0.0,215.0
292,14.0,47.0,5.0,17.0,36.0,4.0,13.0,58.0,7.0,0.0,125.0
293,14.0,47.0,5.0,17.0,42.0,4.0,15.0,66.0,7.0,0.0,52.0
294,24.0,38.0,2.0,14.0,38.0,3.0,14.0,61.0,3.0,0.0,0.0
295,14.0,47.0,5.0,17.0,46.0,5.0,17.0,71.0,8.0,3.0,1.0
296,32.0,65.0,2.0,4.0,65.0,3.0,4.0,99.0,3.0,0.0,1.0
297,17.0,9.0,2.0,10.0,10.0,3.0,10.0,17.0,3.0,0.0,0.0
298,21.0,27.0,2.0,3.0,27.0,3.0,3.0,45.0,3.0,0.0,1.0
299,73.0,67.0,4.0,4.0,66.0,4.0,4.0,100.0,7.0,3.0,212.0
300,60.0,21.0,4.0,1.0,21.0,4.0,1.0,35.0,7.0,3.0,216.0
301,75.0,76.0,4.0,6.0,75.0,4.0,6.0,120.0,7.0,3.0,103.0
302,34.0,74.0,2.0,6.0,74.0,3.0,6.0,119.0,3.0,0.0,1.0
